쉼터명,법정동명,쉼터유형구분,운영시작일자,운영종료일자,시설면적,이용가능인원수,선풍기보유대수,에어컨보유대수,야간연장운영여부,주말운영여부,숙박가능여부,특이사항,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
오네트경로당,전라북도 전주시 완산구 평화1동,노인시설,2017-05-30,2017-09-30,93,20,3,3,N,N,N,-,전라북도 전주시 완산구 덕적골1길 50,전라북도 전주시 완산구 평화동1가 766-0,전라북도 전주시 완산구청,063-220-5156,35.793411,127.139208,2018-02-20
양지효성경로당,전라북도 전주시 완산구 평화1동,노인시설,2017-05-30,2017-09-30,72,10,2,1,N,N,N,-,전라북도 전주시 완산구 장승배기3길 8,전라북도 전주시 완산구 평화동1가 412-0,전라북도 전주시 완산구청,063-220-5156,35.800214,127.142663,2018-02-20
상가부인경로당,전라북도 전주시 덕진구 덕진동,노인시설,2017-05-30,2017-09-30,109,27,1,1,Y,Y,N,-,전라북도 전주시 덕진구 상가마을길 11-1,전라북도 전주시 덕진구 덕진동2가 443-0,전라북도 전주시 덕진구청,063-270-6341,35.840361,127.1144653,2018-02-20
덕진동주민자치센터,전라북도 전주시 덕진구 덕진동,복지회관,2017-05-30,2017-09-30,617,154,4,1,N,Y,N,-,전라북도 전주시 덕진구 기린대로 533-7,전라북도 전주시 덕진구 덕진동1가 1357-5,전라북도 전주시 덕진구청,063-270-6341,35.845318,127.120658,2018-02-20
덕암경로당,전라북도 전주시 덕진구 덕진동,노인시설,2017-05-30,2017-09-30,69,17,2,1,Y,Y,N,-,전라북도 전주시 덕진구 덕암길 21-6,전라북도 전주시 덕진구 덕진동1가 1334-1,전라북도 전주시 덕진구청,063-270-6341,35.852046,127.124869,2018-02-20
신성경로당,전라북도 전주시 덕진구 덕진동,노인시설,2017-05-30,2017-09-30,76,19,1,1,N,Y,N,-,전라북도 전주시 덕진구 들사평3길 26-8,전라북도 전주시 덕진구 덕진동1가 1411-13,전라북도 전주시 덕진구청,063-270-6341,35.839748,127.123078,2018-02-20
사평여자경로당,전라북도 전주시 덕진구 덕진동,노인시설,2017-05-30,2017-09-30,314,78,2,1,N,N,N,-,전라북도 전주시 덕진구 사평4길 24,전라북도 전주시 덕진구 덕진동1가 1375-8,전라북도 전주시 덕진구청,063-270-6341,35.843485,127.121457,2018-02-20
명성강변경로당,전라북도 전주시 덕진구 덕진동,노인시설,2017-05-30,2017-09-30,74,18,2,1,N,Y,N,-,전라북도 전주시 덕진구 가리내로 204,전라북도 전주시 덕진구 덕진동2가 450-2,전라북도 전주시 덕진구청,063-270-6341,35.839145,127.115757,2018-02-20
연지경로당,전라북도 전주시 덕진구 덕진동,노인시설,2017-05-30,2017-09-30,47,11,1,1,N,Y,N,-,전라북도 전주시 덕진구 권삼득로 379-3,전라북도 전주시 덕진구 덕진동1가 1314-55,전라북도 전주시 덕진구청,063-270-6341,35.846511,127.122317,2018-02-20
아중도서관,전라북도 전주시 덕진구 인후3동,기타,2017-05-30,2017-09-30,854,214,3,3,N,N,N,-,전라북도 전주시 덕진구 무삼지2길 7(인후동1가),전라북도 전주시 덕진구 인후동1가 907-1,전라북도 전주시 덕진구청,063-270-6341,35.82632923,127.162592,2018-02-20
부영3차경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,102,26,5,1,N,Y,N,-,전라북도 전주시 덕진구 아중로 180(부영@ 3단지 관리동),전라북도 전주시 덕진구 인후동1가 951-3,전라북도 전주시 덕진구청,063-270-6341,35.826216,127.169477,2018-02-20
진버들부영1차경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,82,21,2,2,N,Y,N,-,전라북도 전주시 덕진구 진버들 3길 8-3 (인후동1가),전라북도 전주시 덕진구 인후동1가 802-1,전라북도 전주시 덕진구청,063-270-6341,35.834989,127.162246,2018-02-20
아중1차제일경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,57,14,4,1,N,Y,N,-,전라북도 전주시 덕진구 석소로 31 (인후동1가),전라북도 전주시 덕진구 인후동1가 890-3,전라북도 전주시 덕진구청,063-270-6341,35.829673,127.168898,2018-02-20
동진경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,68,16,2,1,N,Y,N,-,"전라북도 전주시 덕진구 인후3길 40-25 (인후동1가, 동진아파트)",전라북도 전주시 덕진구 인후동1가 226-2,전라북도 전주시 덕진구청,063-270-6341,35.832949,127.156634,2018-02-20
아중대우1차경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,132,33,2,1,N,Y,N,-,"전라북도 전주시 덕진구 석소로 77 (인후동1가, 아중대우아파트)",전라북도 전주시 덕진구 인후동1가 858-1,전라북도 전주시 덕진구청,063-270-6341,35.833693,127.166377,2018-02-20
아중아남경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,68,17,2,2,N,Y,N,-,"전라북도 전주시 덕진구 한배미로 5 (인후동1가, 아중아남아파트)",전라북도 전주시 덕진구 인후동1가 951-1,전라북도 전주시 덕진구청,063-270-6341,35.8257336,127.167092,2018-02-20
제일2차경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,85,21,2,1,N,Y,N,-,전라북도 전주시 덕진구 아중로 166 (인후동1가),전라북도 전주시 덕진구 인후동1가 951-2,전라북도 전주시 덕진구청,063-270-6341,35.826421,127.168092,2018-02-20
안고을우성경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,77,19,2,2,N,Y,N,-,전라북도 전주시 덕진구 진버들2길 16 (인후동1가),전라북도 전주시 덕진구 인후동1가 458-0,전라북도 전주시 덕진구청,063-270-6341,35.836349,127.159465,2018-02-20
아중현대경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,170,42,4,2,N,Y,N,-,"전라북도 전주시 덕진구 석소로 55 (인후동1가, 아중현대아파트)",전라북도 전주시 덕진구 인후동1가 858-2,전라북도 전주시 덕진구청,063-270-6341,35.8320656,127.166084,2018-02-20
부영5차만수경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,110,27,4,2,N,Y,N,-,"전라북도 전주시 덕진구 한배미로 33 (인후동1가, 아중마을부영5차 아파트)",전라북도 전주시 덕진구 인후동1가 951-7,전라북도 전주시 덕진구청,063-270-6341,35.824845,127.169347,2018-02-20
화약골경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,74,18,2,1,N,Y,N,-,전라북도 전주시 덕진구 인후5길 24 (인후동1가),전라북도 전주시 덕진구 인후동1가 222-37,전라북도 전주시 덕진구청,063-270-6341,35.830462,127.156682,2018-02-20
화평경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,93,23,3,2,N,Y,N,-,전라북도 전주시 덕진구 서가재미 3길 9 (인후동1가),전라북도 전주시 덕진구 인후동1가 820-10,전라북도 전주시 덕진구청,063-270-6341,35.832984,127.159102,2018-02-20
부영6차경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,102,25,3,1,N,Y,N,-,전라북도 전주시 덕진구 무삼지로 8 (인후동1가),전라북도 전주시 덕진구 인후동1가 918-1,전라북도 전주시 덕진구청,063-270-6341,35.827308,127.1667155,2018-02-20
서원 경로당,전라북도 전주시 완산구 중화산1동,노인시설,2017-05-30,2017-09-30,82,27,1,1,N,N,N,-,전라북도 전주시 완산구 선너머3길 6-7(중화산동1가),전라북도 전주시 완산구 중화산동1가 278-0,전라북도 전주시 완산구청,063-220-5156,35.813425,127.1311163,2018-02-20
선너머복지관,전라북도 전주시 완산구 중화산1동,복지회관,2017-05-30,2017-09-30,1617,100,17,6,N,N,N,-,전라북도 전주시 완산구 선너머로 54,전라북도 전주시 완산구 중화산동1가 221-27,전라북도 전주시 완산구청,063-220-5156,35.815305,127.130539,2018-02-20
서원복지관,전라북도 전주시 완산구 중화산1동,복지회관,2017-05-30,2017-09-30,1539,150,21,6,N,N,N,-,전라북도 전주시 완산구 따박골5길 36,전라북도 전주시 완산구 중화산동2가 555-1,전라북도 전주시 완산구청,063-220-5156,35.808945,127.127245,2018-02-20
중화산1동 주민센터,전라북도 전주시 완산구 중화산1동,주민센터,2017-05-30,2017-09-30,448,100,10,3,N,N,N,-,전라북도 전주시 완산구 한두평3길 16,전라북도 전주시 완산구 중화산동2가 662-0,전라북도 전주시 완산구청,063-220-5156,35.8145852,127.124837,2018-02-20
중앙동주민센터,전라북도 전주시 완산구 중앙동,주민센터,2017-05-30,2017-09-30,100,25,2,3,N,N,N,-,전라북도 전주시 완산구 태평3길 43-17,전라북도 전주시 완산구 태평동 32-0,전라북도 전주시 완산구청,063-220-5156,35.8235049,127.140609,2018-02-20
연수정경로당,전라북도 전주시 완산구 중앙동,노인시설,2017-05-30,2017-09-30,90,22,2,1,N,Y,N,-,전라북도 전주시 완산구 전라감영5길 19-11(중앙동),전라북도 전주시 완산구 중앙동3가 31-3,전라북도 전주시 완산구청,063-220-5156,35.8173227,127.145158,2018-02-20
태평2경로당,전라북도 전주시 완산구 중앙동,노인시설,2017-05-30,2017-09-30,66,16,3,1,N,Y,N,-,전라북도 전주시 완산구 물레방아3길 6-1(태평동)1층,전라북도 전주시 완산구 태평동 147-4,전라북도 전주시 완산구청,063-220-5156,35.823281,127.134248,2018-02-20
태평자모경로당,전라북도 전주시 완산구 중앙동,노인시설,2017-05-30,2017-09-30,45,11,2,2,N,Y,N,-,전라북도 전주시 완산구 물레방아3길 6-1(태평동)1층,전라북도 전주시 완산구 태평동 147-4,전라북도 전주시 완산구청,063-220-5156,35.823281,127.134248,2018-02-20
SK경로당,전라북도 전주시 완산구 중앙동,노인시설,2017-05-30,2017-09-30,80,20,2,2,N,Y,N,-,전라북도 전주시 완산구 태평2길 22,전라북도 전주시 완산구 태평동 291-0,전라북도 전주시 완산구청,063-220-5156,35.824461,127.139149,2018-02-20
태평1경로당,전라북도 전주시 완산구 중앙동,노인시설,2017-05-30,2017-09-30,99,24,3,2,N,Y,N,-,전라북도 전주시 완산구 공북로 67-5,전라북도 전주시 완산구 태평동 13-18,전라북도 전주시 완산구청,063-220-5156,35.826199,127.138964,2018-02-20
완산동주민센터,전라북도 전주시 완산구 완산동,주민센터,2017-05-30,2017-09-30,283,71,5,3,N,N,N,-,전라북도 전주시 완산구 강당2길 7,전라북도 전주시 완산구 서완산동2가 71-31,전라북도 전주시 완산구청,063-220-5156,35.809207,127.134844,2018-02-20
송하정경로당,전라북도 전주시 완산구 완산동,노인시설,2017-05-30,2017-09-30,70,18,2,1,N,Y,N,-,전라북도 전주시 완산구 강당1길 4,전라북도 전주시 완산구 서완산동2가 74-1,전라북도 전주시 완산구청,063-220-5156,35.808807,127.134317,2018-02-20
학서당경로당,전라북도 전주시 완산구 완산동,노인시설,2017-05-30,2017-09-30,84,21,2,1,N,Y,N,-,전라북도 전주시 완산구 강당3길 17-2,전라북도 전주시 완산구 서완산동2가 80-61,전라북도 전주시 완산구청,063-220-5156,35.809598,127.136554,2018-02-20
신낙원경로당,전라북도 전주시 완산구 완산동,노인시설,2017-05-30,2017-09-30,94,24,2,1,N,Y,N,-,전라북도 전주시 완산구 강당2길 12-3,전라북도 전주시 완산구 서완산동2가 81-8,전라북도 전주시 완산구청,063-220-5156,35.809752,127.135415,2018-02-20
투구봉경로당,전라북도 전주시 완산구 완산동,노인시설,2017-05-30,2017-09-30,59,15,2,1,N,Y,N,-,전라북도 전주시 완산구 완산6길 8-19,전라북도 전주시 완산구 동완산동 423-3,전라북도 전주시 완산구청,063-220-5156,35.807972,127.143598,2018-02-20
장애인경로당,전라북도 전주시 완산구 완산동,노인시설,2017-05-30,2017-09-30,48,12,2,1,N,N,N,-,전라북도 전주시 완산구 매곡로 27-8,전라북도 전주시 완산구 동완산동 400-1,전라북도 전주시 완산구청,063-220-5156,35.809171,127.144935,2018-02-20
기령당경로당,전라북도 전주시 완산구 완산동,노인시설,2017-05-30,2017-09-30,298,75,2,1,N,N,N,-,전라북도 전주시 완산구 완산2길 15-3,전라북도 전주시 완산구 서완산동1가 25-1,전라북도 전주시 완산구청,063-220-5156,35.810679,127.140305,2018-02-20
백학경로당,전라북도 전주시 완산구 완산동,노인시설,2017-05-30,2017-09-30,99,25,0,2,N,Y,N,-,전라북도 전주시 완산구 완산2길 7-1,전라북도 전주시 완산구 서완산동1가 417-9,전라북도 전주시 완산구청,063-220-5156,35.811239,127.140443,2018-02-20
매곡경로당,전라북도 전주시 완산구 완산동,노인시설,2017-05-30,2017-09-30,99,25,2,1,N,Y,N,-,전라북도 전주시 완산구 곤지산4길 12-3,전라북도 전주시 완산구 동완산동 619-4,전라북도 전주시 완산구청,063-220-5156,35.809615,127.147763,2018-02-20
청학경로당,전라북도 전주시 완산구 완산동,노인시설,2017-05-30,2017-09-30,86,22,2,1,N,Y,N,-,전라북도 전주시 완산구 완산5길 24-1,전라북도 전주시 완산구 동완산동 459-0,전라북도 전주시 완산구청,063-220-5156,35.809931,127.142858,2018-02-20
전라북도노인복지관,전라북도 전주시 완산구 서신동,복지회관,2017-05-30,2017-09-30,99,24,30,12,N,N,N,-,전라북도 전주시 완산구 감나무4길 29(서신동),전라북도 전주시 완산구 서신동 788-0,전라북도 전주시 완산구청,063-220-5156,35.8313147,127.1193485,2018-02-20
서신동 주민센터,전라북도 전주시 완산구 서신동,주민센터,2017-05-30,2017-09-30,165,21,0,1,N,N,N,-,전라북도 전주시 완산구 서신천변14길 10(서신동),전라북도 전주시 완산구 서신동 804-0,전라북도 전주시 완산구청,063-220-5156,35.830985,127.115327,2018-02-20
지안리즈경로당,전라북도 전주시 완산구 평화1동,노인시설,2017-05-30,2017-09-30,66,15,2,1,N,N,N,-,전라북도 전주시 완산구 덕적골2길 66,전라북도 전주시 완산구 평화동1가 761-0,전라북도 전주시 완산구청,063-220-5156,35.793144,127.140914,2018-02-20
화전경로당,전라북도 전주시 완산구 평화1동,노인시설,2017-05-30,2017-09-30,84,15,1,1,N,N,N,-,전라북도 전주시 완산구 꽃밭정8길 9,전라북도 전주시 완산구 평화동1가 577-37,전라북도 전주시 완산구청,063-220-5156,35.798679,127.138553,2018-02-20
학산(한성)경로당,전라북도 전주시 완산구 평화1동,노인시설,2017-05-30,2017-09-30,129,20,3,2,N,N,N,-,전라북도 전주시 완산구 덕적골1길 33,전라북도 전주시 완산구 평화동1가 467-0,전라북도 전주시 완산구청,063-220-5156,35.794601,127.140423,2018-02-20
일 성경로당,전라북도 전주시 완산구 평화1동,노인시설,2017-05-30,2017-09-30,167,20,3,1,N,N,N,-,전라북도 전주시 완산구 평화19길 20,전라북도 전주시 완산구 평화동1가 522-0,전라북도 전주시 완산구청,063-220-5156,35.794025,127.138128,2018-02-20
극동평화경로당,전라북도 전주시 완산구 평화1동,노인시설,2017-05-30,2017-09-30,42,25,2,2,N,N,N,-,전라북도 전주시 완산구 덕적골1길 10,전라북도 전주시 완산구 평화동1가 570-15,전라북도 전주시 완산구청,063-220-5156,35.796776,127.138308,2018-02-20
장수(전주복지)경로당,전라북도 전주시 완산구 평화1동,노인시설,2017-05-30,2017-09-30,60,15,3,2,N,N,N,-,전라북도 전주시 완산구 덕적골2길 22,전라북도 전주시 완산구 평화동1가 445-1,전라북도 전주시 완산구청,063-220-5156,35.796568,127.139505,2018-02-20
장승(평화복지)경로당,전라북도 전주시 완산구 평화1동,노인시설,2017-05-30,2017-09-30,141,20,2,1,N,N,N,-,전라북도 전주시 완산구 덕적골2길 25,전라북도 전주시 완산구 평화동1가 445-6,전라북도 전주시 완산구청,063-220-5156,35.7966361,127.142261,2018-02-20
평화1동 주민센터,전라북도 전주시 완산구 평화1동,주민센터,2017-05-30,2017-09-30,9,10,1,1,N,N,N,-,전라북도 전주시 완산구 장승배기로 256,전라북도 전주시 완산구 평화동1가 445-8,전라북도 전주시 완산구청,063-220-5156,35.798034,127.140297,2018-02-20
장동에코르경로당,전라북도 전주시 덕진구 장동,노인시설,2017-05-30,2017-09-30,94,23,2,1,N,Y,N,-,전라북도 전주시 덕진구 정암길 19,전라북도 전주시 덕진구 장동 1052-2,전라북도 전주시 덕진구청,063-270-6341,35.861494,127.060801,2018-02-20
두현마을경로당,전라북도 전주시 덕진구 만성동,노인시설,2017-05-30,2017-09-30,57,14,2,1,N,Y,N,-,전라북도 전주시 덕진구 두현길 21,전라북도 전주시 덕진구 만성동 701-3,전라북도 전주시 덕진구청,063-270-6341,35.831721,127.074301,2018-02-20
원장동여자경로당,전라북도 전주시 덕진구 장동,노인시설,2017-05-30,2017-09-30,41,10,2,1,N,N,N,-,전라북도 전주시 덕진구 원장동길 57,전라북도 전주시 덕진구 장동 225-1,전라북도 전주시 덕진구청,063-270-6341,35.846669,127.059692,2018-02-20
태평경로당,전라북도 전주시 덕진구 여의동,노인시설,2017-05-30,2017-09-30,66,16,2,1,N,Y,N,-,전라북도 전주시 덕진구 양마로 85-12,전라북도 전주시 덕진구 여의동 751-102,전라북도 전주시 덕진구청,063-270-6341,35.860415,127.078462,2018-02-20
방초경로당,전라북도 전주시 덕진구 여의동,노인시설,2017-05-30,2017-09-30,23,5,3,1,N,Y,N,-,전라북도 전주시 덕진구 방초길 22-3,전라북도 전주시 덕진구 여의동 676-0,전라북도 전주시 덕진구청,063-270-6341,35.8657543,127.077271,2018-02-20
여실경로당,전라북도 전주시 덕진구 여의동,노인시설,2017-05-30,2017-09-30,75,18,2,1,N,Y,N,-,전라북도 전주시 덕진구 여암1길 30,전라북도 전주시 덕진구 여의동 1235-15,전라북도 전주시 덕진구청,063-270-6341,35.870884,127.073336,2018-02-20
동인경로당,전라북도 전주시 덕진구 고랑동,노인시설,2017-05-30,2017-09-30,30,7,2,1,N,N,N,-,전라북도 전주시 덕진구 쪽구름3길 39-33,전라북도 전주시 덕진구 동산동 654-2,전라북도 전주시 덕진구청,063-270-6341,35.873799,127.079714,2018-02-20
백우경로당,전라북도 전주시 덕진구 동산동,노인시설,2017-05-30,2017-09-30,28,7,1,1,N,Y,N,-,전라북도 전주시 덕진구 편운로 37,전라북도 전주시 덕진구 동산동 647-0,전라북도 전주시 덕진구청,063-270-6341,35.872593,127.079883,2018-02-20
우신경로당,전라북도 전주시 덕진구 동산동,노인시설,2017-05-30,2017-09-30,69,17,2,1,N,Y,N,-,전라북도 전주시 덕진구 편운로 54-68,전라북도 전주시 덕진구 동산동 643-0,전라북도 전주시 덕진구청,063-270-6341,35.8724568,127.081889,2018-02-20
월곡경로당,전라북도 전주시 덕진구 고랑동,노인시설,2017-05-30,2017-09-30,49,12,3,1,N,Y,N,-,전라북도 전주시 덕진구 쪽구름5길 17-26,전라북도 전주시 덕진구 고랑동 819-27,전라북도 전주시 덕진구청,063-270-6341,35.876147,127.079111,2018-02-20
평리경로당,전라북도 전주시 덕진구 고랑동,노인시설,2017-05-30,2017-09-30,62,15,2,1,N,N,N,-,전라북도 전주시 덕진구 평리마을길 64,전라북도 전주시 덕진구 고랑동 581-7,전라북도 전주시 덕진구청,063-270-6341,35.883995,127.0882147,2018-02-20
신흥경로당,전라북도 전주시 덕진구 고랑동,노인시설,2017-05-30,2017-09-30,35,8,1,1,N,N,N,-,전라북도 전주시 덕진구 신흥마을길 179,전라북도 전주시 덕진구 고랑동 343-2,전라북도 전주시 덕진구청,063-270-6341,35.877822,127.094363,2018-02-20
동산동주민자치센터,전라북도 전주시 덕진구 동산동,복지회관,2017-05-30,2017-09-30,4402,200,10,1,N,N,N,-,전라북도 전주시 덕진구 여암2길 9,전라북도 전주시 덕진구 반월동 248-32,전라북도 전주시 덕진구청,063-270-6341,35.871307,127.075579,2018-02-20
영무예다음아파트경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,40,13,2,1,N,Y,N,-,전라북도 전주시 덕진구 반월4길 16 (반월동),전라북도 전주시 덕진구 반월동 217-4,전라북도 전주시 덕진구청,063-270-6341,35.875269,127.0727863,2018-02-20
반월주공아파트경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,94,30,1,1,N,Y,N,-,전라북도 전주시 덕진구 반월3길 17 (반월동),전라북도 전주시 덕진구 반월동 1229-0,전라북도 전주시 덕진구청,063-270-6341,35.872349,127.072798,2018-02-20
원호경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,73,18,3,1,N,Y,N,-,전라북도 전주시 덕진구 인봉로 62 (인후동1가),전라북도 전주시 덕진구 인후동1가 152-15,전라북도 전주시 덕진구청,063-270-6341,35.828697,127.158206,2018-02-20
꿈마을부영2차경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,341,85,2,2,N,Y,N,-,"전라북도 전주시 덕진구 무삼지로 40 (인후동1가, 인후꿈마을부영아파트)",전라북도 전주시 덕진구 인후동1가 890-1,전라북도 전주시 덕진구청,063-270-6341,35.829871,127.164945,2018-02-20
신우경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,69,17,4,2,N,Y,N,-,"전라북도 전주시 덕진구 진버들5길 25 (인후동1가, 신우아파트)",전라북도 전주시 덕진구 인후동1가 523-21,전라북도 전주시 덕진구청,063-270-6341,35.836875,127.1638126,2018-02-20
봉래여자경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,64,16,1,1,N,Y,N,-,전라북도 전주시 덕진구 인후4길 3-19(인후동1가),전라북도 전주시 덕진구 인후동1가 157-114,전라북도 전주시 덕진구청,063-270-6341,35.829816,127.1546492,2018-02-20
봉래남자경로당,전라북도 전주시 덕진구 인후3동,노인시설,2017-05-30,2017-09-30,72,18,4,1,N,Y,N,-,전라북도 전주시 덕진구 인후4길 3-19(인후동1가),전라북도 전주시 덕진구 인후동1가 157-114,전라북도 전주시 덕진구청,063-270-6341,35.829816,127.1546492,2018-02-20
인후3동주민자치센터,전라북도 전주시 덕진구 인후3동,복지회관,2017-05-30,2017-09-30,198,49,11,4,N,N,N,-,전라북도 전주시 덕진구 구총목로 11(인후동1가),전라북도 전주시 덕진구 인후동1가 886-6,전라북도 전주시 덕진구청,063-270-6341,35.827997,127.161301,2018-02-20
물왕멀경로당,전라북도 전주시 덕진구 인후2동,노인시설,2017-05-30,2017-09-30,38,9,1,1,N,Y,N,-,전라북도 전주시 덕진구 반태산6길 25-2,전라북도 전주시 덕진구 인후동1가 178-57,전라북도 전주시 덕진구청,063-270-6341,35.831828,127.151001,2018-02-20
성락경로당,전라북도 전주시 덕진구 인후2동,노인시설,2017-05-30,2017-09-30,60,15,2,1,Y,Y,N,-,"전라북도 전주시 덕진구 명주5길 11, 성락프라자4층",전라북도 전주시 덕진구 인후동2가 1575-1,전라북도 전주시 덕진구청,063-270-6341,35.844473,127.150977,2018-02-20
영현경로당,전라북도 전주시 덕진구 인후2동,노인시설,2017-05-30,2017-09-30,41,10,1,1,N,Y,N,-,전라북도 전주시 덕진구 반태산1길 66-4,전라북도 전주시 덕진구 인후동1가 705-82,전라북도 전주시 덕진구청,063-270-6341,35.829935,127.149737,2018-02-20
용수경로당,전라북도 전주시 덕진구 인후2동,노인시설,2017-05-30,2017-09-30,82,20,2,1,Y,Y,N,-,전라북도 전주시 덕진구 거북바우로 124-24,전라북도 전주시 덕진구 인후동2가 63-270,전라북도 전주시 덕진구청,063-270-6341,35.841496,127.149348,2018-02-20
수인경로당,전라북도 전주시 덕진구 인후2동,노인시설,2017-05-30,2017-09-30,38,9,1,1,N,Y,N,-,"전라북도 전주시 덕진구 작은모래내 3길 30-1, 1층",전라북도 전주시 덕진구 인후동2가 245-19,전라북도 전주시 덕진구청,063-270-6341,35.833256,127.147721,2018-02-20
인후2동주민자치센터,전라북도 전주시 덕진구 인후2동,복지회관,2017-05-30,2017-09-30,66,16,7,1,Y,N,N,-,"전라북도 전주시 덕진구 견훤왕궁로 244, 2층",전라북도 전주시 덕진구 인후동2가 26-8,전라북도 전주시 덕진구청,063-270-6341,35.840291,127.145896,2018-02-20
금평(여)경로당,전라북도 전주시 덕진구 인후2동,노인시설,2017-05-30,2017-09-30,60,15,1,1,N,N,N,-,"전라북도 전주시 덕진구 명주4길 9, 금평어린이공원 1층",전라북도 전주시 덕진구 인후동2가 1556-1,전라북도 전주시 덕진구청,063-270-6341,35.844171,127.149087,2018-02-20
동남유정경로당,전라북도 전주시 덕진구 인후1동,노인시설,2017-05-30,2017-09-30,24,6,1,1,N,Y,N,-,전라북도 전주시 덕진구 팽나무5길 17,전라북도 전주시 덕진구 인후동1가 470-9,전라북도 전주시 덕진구청,063-270-6341,35.835498,127.156374,2018-02-20
수정경로당,전라북도 전주시 덕진구 인후1동,노인시설,2017-05-30,2017-09-30,26,6,2,1,N,Y,N,-,전라북도 전주시 덕진구 인후1길 7,전라북도 전주시 덕진구 인후동1가 186-25,전라북도 전주시 덕진구청,063-270-6341,35.832505,127.152488,2018-02-20
한신휴플러스경로당,전라북도 전주시 덕진구 인후1동,노인시설,2017-05-30,2017-09-30,158,39,1,2,N,Y,N,-,전라북도 전주시 덕진구 안덕원로 251,전라북도 전주시 덕진구 인후동1가 1029-0,전라북도 전주시 덕진구청,063-270-6341,35.838141,127.154188,2018-02-20
위브어울림경로당,전라북도 전주시 덕진구 인후1동,노인시설,2017-05-30,2017-09-30,72,18,1,1,N,Y,N,-,전라북도 전주시 덕진구 견훤로 333,전라북도 전주시 덕진구 인후동1가 1033-0,전라북도 전주시 덕진구청,063-270-6341,35.841302,127.153712,2018-02-20
인후선변경로당,전라북도 전주시 덕진구 인후1동,노인시설,2017-05-30,2017-09-30,84,21,1,1,N,Y,N,-,전라북도 전주시 덕진구 심방죽로 16,전라북도 전주시 덕진구 인후동1가 574-0,전라북도 전주시 덕진구청,063-270-6341,35.836893,127.150936,2018-02-20
인후경로당,전라북도 전주시 덕진구 인후1동,노인시설,2017-05-30,2017-09-30,158,39,2,1,N,Y,N,-,전라북도 전주시 덕진구 안덕원로 321-5,전라북도 전주시 덕진구 인후동1가 541-35,전라북도 전주시 덕진구청,063-270-6341,35.838402,127.161845,2018-02-20
삼호경로당,전라북도 전주시 덕진구 인후1동,노인시설,2017-05-30,2017-09-30,41,10,2,1,N,Y,N,-,전라북도 전주시 덕진구 안덕원로 311,전라북도 전주시 덕진구 인후동1가 500-1,전라북도 전주시 덕진구청,063-270-6341,35.839128,127.161228,2018-02-20
사천남자경로당,전라북도 전주시 덕진구 인후1동,노인시설,2017-05-30,2017-09-30,56,14,2,1,N,Y,N,-,전라북도 전주시 덕진구 건산로 143-2,전라북도 전주시 덕진구 인후동1가 631-13,전라북도 전주시 덕진구청,063-270-6341,35.833555,127.153108,2018-02-20
기린경로당,전라북도 전주시 덕진구 인후1동,노인시설,2017-05-30,2017-09-30,61,15,2,1,N,Y,N,-,전라북도 전주시 덕진구 인후2길 17,전라북도 전주시 덕진구 인후동1가 186-21,전라북도 전주시 덕진구청,063-270-6341,35.832016,127.153434,2018-02-20
호암경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,84,21,2,1,N,Y,N,-,전라북도 전주시 완산구 바구멀1길 11-5(서신동),전라북도 전주시 완산구 서신동 40-44,전라북도 전주시 완산구청,063-220-5156,35.8295606,127.123732,2018-02-20
현대경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,86,21,4,1,N,Y,N,-,"전라북도 전주시 완산구 서신로 90(서신동,현대아파트)",전라북도 전주시 완산구 서신동 765-1,전라북도 전주시 완산구청,063-220-5156,35.832888,127.116778,2018-02-20
